amount_paid,case_no,citation,citation_no,citation_status,contract_id,current_penalty,date_issues,date_terminated,final_order_date,proposed_penalty,s_and_s,section_of_act,standard,standard_url,violator
104.00 ,080130605502,C,7763977  ,Closed,  ,104.00 ,11/13/2002,11/13/2002,1/14/2003 ,104.00,Y,104(a),56.14132(b)(1)(i),http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-14132.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605502,C,7763975  ,Closed,  ,55.00 ,11/13/2002,11/13/2002,1/14/2003 ,55.00,N,104(a),56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec56-20003.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605501,C,7764984  ,Closed,  ,55.00 ,6/11/2002,7/29/2002,10/18/2002 ,55.00,N,104(a),62.130(a),http://www.gpo.gov/fdsys/pkg/CFR-2002-title30-vol1/pdf/CFR-2002-title30-vol1-sec62-130.pdf,"Holley Dirt Company, Inc"
113.00 ,080130605501,C,7764908  ,Closed,  ,113.00 ,11/6/2001,1/9/2002,10/18/2002 ,113.00,Y,104(a),56.12013,http://www.gpo.gov/fdsys/pkg/CFR-2001-title30-vol1/pdf/CFR-2001-title30-vol1-sec56-12013.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605501,C,7764901  ,Closed,  ,55.00 ,11/6/2001,1/9/2002,10/18/2002 ,55.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2001-title30-vol1/pdf/CFR-2001-title30-vol1-sec56-14107.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605501,C,7764903  ,Closed,  ,55.00 ,11/6/2001,1/9/2002,10/18/2002 ,55.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2001-title30-vol1/pdf/CFR-2001-title30-vol1-sec56-18010.pdf,"Holley Dirt Company, Inc"
113.00 ,080130605501,C,7764907  ,Closed,  ,113.00 ,11/6/2001,11/6/2001,10/18/2002 ,113.00,Y,104(a),56.14130(g),http://www.gpo.gov/fdsys/pkg/CFR-2001-title30-vol1/pdf/CFR-2001-title30-vol1-sec56-14130.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605501,C,7764905  ,Closed,  ,55.00 ,11/6/2001,11/6/2001,10/18/2002 ,55.00,N,104(a),56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2001-title30-vol1/pdf/CFR-2001-title30-vol1-sec56-1000.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605501,C,7764902  ,Closed,  ,55.00 ,11/6/2001,1/9/2002,10/18/2002 ,55.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2001-title30-vol1/pdf/CFR-2001-title30-vol1-sec56-12004.pdf,"Holley Dirt Company, Inc"
55.00 ,080130605501,C,7764904  ,Closed,  ,55.00 ,11/6/2001,1/9/2002,10/18/2002 ,55.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2001-title30-vol1/pdf/CFR-2001-title30-vol1-sec56-12028.pdf,"Holley Dirt Company, Inc"
no info,080130605501,O,7764906  ,no info,  ,no info,11/6/2001,3/20/2002,10/18/2002 ,Non-Assessable,N/A,107(a), ,no info,"Holley Dirt Company, Inc"
100.00 ,000361866,C,8750964  ,Closed,  ,100.00 ,8/12/2014,9/2/2014,10/22/2014 ,100.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-18010.pdf,Krueger Brothers Gravel & Dirt
100.00 ,000260865,C,6426438  ,Closed,  ,100.00 ,6/7/2011,6/8/2011,8/18/2011 ,100.00,N,104(a),56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-4101.pdf,Krueger Brothers Gravel & Dirt
100.00 ,000260865,C,6426439  ,Closed,  ,100.00 ,6/7/2011,6/8/2011,8/18/2011 ,100.00,N,104(a),56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-4201.pdf,Krueger Brothers Gravel & Dirt
100.00 ,000260865,C,6588189  ,Closed,  ,100.00 ,6/2/2011,6/2/2011,8/18/2011 ,100.00,N,104(a),56.14200,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14200.pdf,Krueger Brothers Gravel & Dirt
100.00 ,000238554,C,6588210  ,Closed,  ,100.00 ,10/6/2010,10/6/2010,12/26/2010 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec50-30.pdf,Krueger Brothers Gravel & Dirt
100.00 ,000188398,C,6328074  ,Closed,  ,100.00 ,5/8/2009,5/8/2009,7/23/2009 ,100.00,N,104(a),56.11003,http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-11003.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916120  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.15001,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-15001.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916122  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.20008,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-20008.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916121  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.18002,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-18002.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916117  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.1000,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-1000.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916123  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-14132.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916125  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.4200,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-4200.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916124  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-14132.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916118  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-12028.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916116  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),50.30,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec50-30.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916126  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-14100.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205502,C,7916119  ,Closed,  ,55.00 ,10/27/1998,1/21/1999,4/6/1999 ,55.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec56-18010.pdf,Krueger Brothers Gravel & Dirt
55.00 ,390143205501,C,7916115  ,Closed,  ,55.00 ,10/27/1998,10/27/1998,1/26/1999 ,55.00,N,104(a),41.20,http://www.gpo.gov/fdsys/pkg/CFR-1998-title30-vol1/pdf/CFR-1998-title30-vol1-sec41-20.pdf,Krueger Brothers Gravel & Dirt
100.00 ,000398559,C,8922244  ,Closed,  ,100.00 ,10/29/2015,11/9/2015,1/10/2016 ,100.00,N,104(a),56.14132(b)(2),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14132.pdf,M R Dirt
100.00 ,000398559,C,8922247  ,Closed,  ,100.00 ,10/29/2015,10/29/2015,1/10/2016 ,100.00,N,104(a),56.12018,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-12018.pdf,M R Dirt
100.00 ,000398559,C,8922245  ,Closed,  ,100.00 ,10/29/2015,10/29/2015,1/10/2016 ,100.00,N,104(a),56.20013,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-20013.pdf,M R Dirt
100.00 ,000398559,C,8922246  ,Closed,  ,100.00 ,10/29/2015,11/9/2015,1/10/2016 ,100.00,Y,104(a),56.3131,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-3131.pdf,M R Dirt
100.00 ,000323634,C,8717206  ,Closed,  ,100.00 ,4/29/2013,4/29/2013,7/11/2013 ,100.00,N,104(a),56.12032,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-12032.pdf,M R Dirt
207.00 ,000239051,C,8582217  ,Closed,ASI ,207.00 ,10/20/2010,10/20/2010,12/29/2010 ,207.00,Y,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-9300.pdf,Lopke Quarries Inc
100.00 ,000241220,C,8582218  ,Closed,  ,100.00 ,10/20/2010,10/21/2010,1/19/2011 ,100.00,N,104(a),56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-4101.pdf,M R Dirt
100.00 ,000241220,C,8582219  ,Closed,  ,100.00 ,10/20/2010,10/21/2010,1/19/2011 ,100.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-9300.pdf,M R Dirt
100.00 ,000208469,C,8570284  ,Closed,  ,100.00 ,12/10/2009,12/10/2009,2/18/2010 ,100.00,N,104(a),56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14101.pdf,M R Dirt
100.00 ,000186467,C,6532551  ,Closed,  ,100.00 ,4/1/2009,4/1/2009,7/9/2009 ,100.00,N,104(a),56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14100.pdf,M R Dirt
807.00 ,000186467,C,6532550  ,Closed,  ,807.00 ,3/31/2009,4/1/2009,7/9/2009 ,807.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2009-title30-vol1/pdf/CFR-2009-title30-vol1-sec56-14107.pdf,M R Dirt
no info, ,O,6060590  ,no info,U588 ,no info,6/19/2008,8/7/2008, ,Non-Assessable,N/A,104(b), ,no info,Rock On Supply
100.00 ,000158367,C,6060587  ,Closed,  ,100.00 ,6/17/2008,6/19/2008,9/3/2008 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14132.pdf,M R Dirt
0.00 ,000157938,C,6060591  ,Delinquent,U588 ,100.00 ,6/17/2008,6/17/2008,8/29/2008 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14132.pdf,Rock On Supply
0.00 ,000163667,C,6060589  ,Delinquent,U588 ,"2,000.00 ",6/17/2008,8/7/2008,10/31/2008 ,"2,000.00",Y,104(d)(1),56.15003,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-15003.pdf,Rock On Supply
100.00 ,000161450,C,6060559  ,Closed,  ,100.00 ,5/12/2008,7/25/2008,10/9/2008 ,100.00,N,104(a),56.14130(c),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14130.pdf,M R Dirt
100.00 ,000158367,C,6060560  ,Closed,  ,100.00 ,5/12/2008,5/15/2008,9/3/2008 ,100.00,N,104(a),56.20008(a),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-20008.pdf,M R Dirt
100.00 ,000158367,C,6060558  ,Closed,  ,100.00 ,5/12/2008,6/3/2008,9/3/2008 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14132.pdf,M R Dirt
100.00 ,000158367,C,6060556  ,Closed,  ,100.00 ,5/12/2008,5/12/2008,9/3/2008 ,100.00,N,104(a),56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-1000.pdf,M R Dirt
100.00 ,000158367,C,6060555  ,Closed,  ,100.00 ,5/12/2008,5/15/2008,9/3/2008 ,100.00,N,104(a),47.31(a),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec47-31.pdf,M R Dirt
100.00 ,000158367,C,6060557  ,Closed,  ,100.00 ,5/12/2008,6/3/2008,9/3/2008 ,100.00,N,104(a),46.3(a),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec46-3.pdf,M R Dirt
100.00 ,000158367,C,6060563  ,Closed,  ,100.00 ,5/12/2008,6/3/2008,9/3/2008 ,100.00,N,104(a),56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-15001.pdf,M R Dirt
100.00 ,000158367,C,6060561  ,Closed,  ,100.00 ,5/12/2008,5/15/2008,9/3/2008 ,100.00,N,104(a),56.4200(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-4200.pdf,M R Dirt
100.00 ,000158367,C,6060562  ,Closed,  ,100.00 ,5/12/2008,6/17/2008,9/3/2008 ,100.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-18010.pdf,M R Dirt
116.00 ,000442816,C,9317668  ,Closed,  ,116.00 ,5/11/2017,5/11/2017,8/19/2017 ,116.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec50-30.pdf,M.R. Dirt Inc.
114.00 ,000421654,C,8928850  ,Closed,  ,114.00 ,8/8/2016,8/8/2016,11/10/2016 ,114.00,N,104(a),56.9301,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-9301.pdf,M.R. Dirt Inc.
100.00 ,000380669,C,8807882  ,Closed,  ,100.00 ,4/2/2015,4/2/2015,6/7/2015 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14132.pdf,M.R. Dirt Inc.
100.00 ,000282555,C,8650963  ,Closed,  ,100.00 ,1/23/2012,1/24/2012,4/12/2012 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14100.pdf,M.R. Dirt Inc.
100.00 ,000274355,C,8650926  ,Closed,  ,100.00 ,10/19/2011,10/20/2011,1/11/2012 ,100.00,N,104(a),56.1000,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-1000.pdf,M.R. Dirt Inc.
100.00 ,000262818,C,8645898  ,Closed,  ,100.00 ,6/9/2011,6/9/2011,9/15/2011 ,100.00,N,104(a),56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-4101.pdf,M.R. Dirt Inc.
100.00 ,000262818,C,8645896  ,Closed,  ,100.00 ,6/9/2011,6/14/2011,9/15/2011 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14107.pdf,M.R. Dirt Inc.
108.00 ,000262818,C,8645897  ,Closed,  ,108.00 ,6/9/2011,6/9/2011,9/15/2011 ,108.00,Y,104(a),56.3200,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-3200.pdf,M.R. Dirt Inc.
0.00 ,000450702,C,8308898  ,Final Order Issued,  ,116.00 ,6/29/2017,7/17/2017,5/17/2018 ,116.00,Y,104(a),77.404(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-404.pdf,"P B Dirt Movers, Inc"
0.00 ,000450702,C,6651630  ,Final Order Issued,  ,160.00 ,6/29/2017,7/17/2017,5/17/2018 ,220.00,Y,104(a),77.404(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-404.pdf,"P B Dirt Movers, Inc"
116.00 ,000443479,C,6651615  ,Closed,  ,116.00 ,5/24/2017,6/1/2017,8/26/2017 ,116.00,N,104(a),77.1605(c),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-1605.pdf,"P B Dirt Movers, Inc"
220.00 ,000441198,C,8308934  ,Closed,  ,220.00 ,5/11/2017,5/24/2017,8/15/2017 ,220.00,Y,104(a),77.1001,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-1001.pdf,"P B Dirt Movers, Inc"
116.00 ,000438629,C,8308920  ,Closed,  ,116.00 ,4/10/2017,4/17/2017,7/18/2017 ,116.00,N,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-1104.pdf,"P B Dirt Movers, Inc"
116.00 ,000438629,C,8308921  ,Closed,  ,116.00 ,4/10/2017,4/17/2017,7/18/2017 ,116.00,N,104(a),77.1606(c),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-1606.pdf,"P B Dirt Movers, Inc"
220.00 ,000438629,C,8308919  ,Closed,  ,220.00 ,4/5/2017,4/10/2017,7/18/2017 ,220.00,Y,104(a),77.1713(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-1713.pdf,"P B Dirt Movers, Inc"
220.00 ,000438629,C,8308918  ,Closed,  ,220.00 ,4/5/2017,4/10/2017,7/18/2017 ,220.00,Y,104(a),77.1001,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-1001.pdf,"P B Dirt Movers, Inc"
330.00 ,000438629,C,8308915  ,Closed,  ,330.00 ,4/4/2017,4/5/2017,7/18/2017 ,330.00,Y,104(a),77.1605(k),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-1605.pdf,"P B Dirt Movers, Inc"
220.00 ,000438629,C,8308914  ,Closed,  ,220.00 ,4/4/2017,4/5/2017,7/18/2017 ,220.00,N,104(a),77.1000,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-1000.pdf,"P B Dirt Movers, Inc"
116.00 ,000438629,C,8308913  ,Closed,  ,116.00 ,4/4/2017,4/5/2017,7/18/2017 ,116.00,N,104(a),77.207,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-207.pdf,"P B Dirt Movers, Inc"
135.00 ,000432423,C,8308529  ,Closed,K193 ,135.00 ,1/4/2017,1/10/2017,4/7/2017 ,135.00,Y,104(a),77.404(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec77-404.pdf,LARRY BELCHER T/A LB TRUCKING COMPANY
126.00 ,000432056,C,8308527  ,Closed,  ,126.00 ,12/27/2016,1/4/2017,4/18/2017 ,126.00,N,104(a),77.1605(d),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec77-1605.pdf,"P B Dirt Movers, Inc"
114.00 ,000428997,C,8308524  ,Closed,  ,114.00 ,12/13/2016,12/19/2016,3/4/2017 ,114.00,N,104(a),77.1605(d),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec77-1605.pdf,"P B Dirt Movers, Inc"
114.00 ,000428997,C,8308521  ,Closed,  ,114.00 ,12/8/2016,12/13/2016,3/4/2017 ,114.00,N,104(a),77.1605(k),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec77-1605.pdf,"P B Dirt Movers, Inc"
114.00 ,000426702,C,8306734  ,Closed,  ,114.00 ,10/28/2016,11/23/2016,1/28/2017 ,114.00,N,104(a),77.1606(c),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec77-1606.pdf,"P B Dirt Movers, Inc"
100.00 ,000309181,C,8178810  ,Closed,  ,100.00 ,9/20/2012,9/28/2012,1/18/2013 ,100.00,N,104(a),77.1000,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1000.pdf,PB Dirt Movers
100.00 ,000305879,C,8178751  ,Closed,  ,100.00 ,9/10/2012,9/20/2012,12/13/2012 ,100.00,N,104(a),77.215(g),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-215.pdf,PB Dirt Movers
100.00 ,000305879,C,8178752  ,Closed,  ,100.00 ,9/10/2012,9/28/2012,12/13/2012 ,100.00,Y,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1104.pdf,PB Dirt Movers
100.00 ,000305879,C,8178753  ,Closed,  ,100.00 ,9/10/2012,10/12/2012,12/13/2012 ,100.00,Y,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1104.pdf,PB Dirt Movers
100.00 ,000302785,C,8178746  ,Closed,  ,100.00 ,9/5/2012,9/10/2012,11/15/2012 ,100.00,Y,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1104.pdf,PB Dirt Movers
100.00 ,000302785,C,8178742  ,Closed,  ,100.00 ,9/5/2012,9/10/2012,11/15/2012 ,100.00,Y,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1104.pdf,PB Dirt Movers
100.00 ,000305879,C,8178743  ,Closed,  ,100.00 ,9/5/2012,10/16/2012,12/13/2012 ,100.00,Y,104(a),77.1000,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1000.pdf,PB Dirt Movers
100.00 ,000302785,C,8178747  ,Closed,  ,100.00 ,9/5/2012,9/10/2012,11/15/2012 ,100.00,N,104(a),77.1109(e)(1),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1109.pdf,PB Dirt Movers
100.00 ,000302785,C,8178750  ,Closed,  ,100.00 ,9/5/2012,10/12/2012,11/15/2012 ,100.00,Y,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1104.pdf,PB Dirt Movers
100.00 ,000302785,C,8178749  ,Closed,  ,100.00 ,9/5/2012,9/10/2012,11/15/2012 ,100.00,N,104(a),77.1109(c)(1),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1109.pdf,PB Dirt Movers
100.00 ,000302785,C,8178744  ,Closed,  ,100.00 ,9/5/2012,9/5/2012,11/15/2012 ,100.00,Y,104(a),77.1605(k),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1605.pdf,PB Dirt Movers
100.00 ,000302785,C,8178748  ,Closed,  ,100.00 ,9/5/2012,9/10/2012,11/15/2012 ,100.00,Y,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1104.pdf,PB Dirt Movers
100.00 ,000297089,C,8197139  ,Closed,  ,100.00 ,6/18/2012,6/26/2012,9/14/2012 ,100.00,Y,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1104.pdf,PB Dirt Movers
100.00 ,000297089,C,8197138  ,Closed,  ,100.00 ,6/18/2012,6/18/2012,9/14/2012 ,100.00,N,104(a),77.1110,http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec77-1110.pdf,PB Dirt Movers
171.00 ,000420126,C,9870748  ,Closed,  ,171.00 ,8/3/2016,8/3/2016,10/29/2016 ,171.00,N,104(a),71.206(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec71-206.pdf,"PB Dirt Movers, Inc"
100.00 ,000409535,C,9093457  ,Closed,  ,100.00 ,3/10/2016,3/15/2016,6/19/2016 ,100.00,N,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec77-1104.pdf,"PB Dirt Movers, Inc"
150.00 ,000409535,C,9093458  ,Closed,  ,150.00 ,3/10/2016,3/15/2016,6/19/2016 ,150.00,Y,104(a),77.404(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec77-404.pdf,"PB Dirt Movers, Inc"
150.00 ,000404621,C,9870743  ,Closed,  ,150.00 ,1/19/2016,1/19/2016,4/17/2016 ,150.00,N,104(a),71.206(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec71-206.pdf,"PB Dirt Movers, Inc"
